List,Accession,Symbol,Protein Name,Proteomics,No. of peptides,MaxScore,Vasomotricity,BBB-Specific Proteins,Tight Junction and/or Adhesion Proteins,Membrane Transporter and Channel Proteins,ECM and Basal Lamina Proteins,Chun et al.,,
List 1,Q01098,GRIN2C,"Glutamate receptor ionotropic, NMDA 2C",,,,,,,,,,,
List 1,Q925T6,GRIP1,Glutamate receptor-interacting protein 1,,,,,,,,,,,
List 1,P13745,GSTA1,Glutathione S-transferase A1,,,,,,,,,,,
List 1,Q80W21,GSTM7,Glutathione S-transferase Mu 7,,,,,,,,,,,
List 1,Q640M6,GDPD5,Glycerophosphodiester phosphodiesterase domain-containing protein 5,,,,,,,,,,,
List 1,Q91XE0,GLYAT,Glycine N-acyltransferase,,,,,,,,,,,
List 1,Q8VCB3,GYS2,"Glycogen [starch] synthase, liver",,,,,,,,,,,
List 1,Q6P1J0,MANEAL,"Glycoprotein endo-alpha-1,2-mannosidase-like protein",,,,,,,,,,,
List 1,Q8BW56,GTDC1,Glycosyltransferase-like domain-containing protein 1,,,,,,,,,,,
List 1,Q8BXA1,GOLIM4,Golgi integral membrane protein 4,,,,,,,,,,,
List 1,Q9CRA5,GOLPH3,Golgi phosphoprotein 3,,,,,,,,,,,
List 1,O88630,GOSR1,Golgi SNAP receptor complex member 1,,,,,,,,,,,
List 1,Q60935,ART1,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,,,,,,,,,,,
List 1,Q9D3W4,GPN3,GPN-loop GTPase 3,,,,,,,,,,,
List 1,O35205,GZMK,Granzyme K,,,,,,,,,,,
List 1,O88273,GREM2,Gremlin-2,,,,,,,,,,,
List 1,Q9EPR2,PLA2G12A,Group XIIA secretory phospholipase A2,,,,,,,,,,,
List 1,Q61592,GAS6,Growth arrest-specific protein 6,,,,,,,,,,,
List 1,P31316,GSX2,GS homeobox 2,,,,,,,,,,,
List 1,Q9CY28,GTPBP8,GTP-binding protein 8,,,,,,,,,,,
List 1,P63032,RASD2,GTP-binding protein Rhes,,,,,,,,,,,
List 1,P27601,GNA13,Guanine nucleotide-binding protein subunit alpha-13,,,,,,,,,,,
List 1,Q9EQ15,GNB1L,Guanine nucleotide-binding protein subunit beta-like protein 1,,,,,,,,,,,
List 1,Q61670,HLX,H2.0-like homeobox protein,,,,,,,,,,,
List 1,Q64279,HAND1,Heart- and neural crest derivatives-expressed protein 1,,,,,,,,,,,
List 1,Q4VAH7,HEPACAM2,HEPACAM family member 2,,,,,,,,,,,
List 1,P35582,FOXA1,Hepatocyte nuclear factor 3-alpha,,,,,,,,,,,
List 1,P30681,HMGB2,High mobility group protein B2,,,,,,,,,,,
List 1,P70187,HIAT1,Hippocampus abundant transcript 1 protein,,,,,,,,,,,
List 1,Q8CIA9,HIATL1,Hippocampus abundant transcript-like protein 1,,,,,,,,,,,
List 1,Q6GSS7,HIST2H2AA1,Histone H2A type 2-A,,,,,,,,,,,
List 1,Q9D2U9,HIST3H2BA,Histone H2B type 3-A,,,,,,,,,,,
List 1,Q9Z148,EHMT2,Histone-lysine N-methyltransferase EHMT2,,,,,,,,,,,
List 1,Q8CFT2,SETD1B,Histone-lysine N-methyltransferase SETD1B,,,,,,,,,,,
List 1,Q91WC0,SETD3,Histone-lysine N-methyltransferase setd3,,,,,,,,,,,
List 1,P31245,HOXA2,Homeobox protein Hox-A2,,,,,,,,,,,
List 1,Q8K5B8,HOXC12,Homeobox protein Hox-C12,,,,,,,,,,,
List 1,P32443,MEOX2,Homeobox protein MOX-2,,,,,,,,,,,
List 1,O09113,OTP,Homeobox protein orthopedia,,,,,,,,,,,
List 1,Q62233,SIX3,Homeobox protein SIX3,,,,,,,,,,,
List 1,Q9QZR5,HIPK2,Homeodomain-interacting protein kinase 2,,,,,,,,,,,
List 1,Q8R1H0,HOPX,Homeodomain-only protein,,,,,,,,,,,
List 1,Q9WU19,HAO1,Hydroxyacid oxidase 1,,,,,,,,,,,
List 1,Q9DB32,HAGHL,Hydroxyacylglutathione hydrolase-like protein,,,,,,,,,,,
List 1,P38060,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",,,,,,,,,,,
List 1,Q8JZK9,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",,,,,,,,,,,
List 1,Q60766,IRGM1,Immunity-related GTPase family M protein 1,,,,,,,,,,,
List 1,P52293,KPNA2,Importin subunit alpha-2,,,,,,,,,,,
List 1,Q7M756,PRSS54,Inactive serine protease 54,,,,,,,,,,,
List 1,Q920Q8,IVNS1ABP,Influenza virus NS1A-binding protein homolog,,,,,,,,,,,
List 1,Q04999,INHBB,Inhibin beta B chain,,,,,,,,,,,
List 1,Q9D892,ITPA,Inosine triphosphate pyrophosphatase,,,,,,,,,,,
List 1,Q91UZ5,IMPA2,Inositol monophosphatase 2,,,,,,,,,,,
List 1,Q9CPN8,IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,,,,,,,,,,,
List 1,P47879,IGFBP4,Insulin-like growth factor-binding protein 4,,,,,,,,,,,
List 1,Q8K2A7,INTS10,Integrator complex subunit 10,,,,,,,,,,,
List 1,Q8CIM8,INTS4,Integrator complex subunit 4,,,,,,,,,,,
List 1,P61622,ITGA11,Integrin alpha-11,,,,,,,,,,,
List 1,Q8R0F6,ILKAP,Integrin-linked kinase-associated serine/threonine phosphatase 2C,,,,,,,,,,,
List 1,Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5,,,,,,,,,,,
List 1,Q60625,ICAM5,Intercellular adhesion molecule 5,,,,,,,,,,,
List 1,Q9D8C4,IFI35,Interferon-induced 35 kDa protein homolog,,,,,,,,,,,
List 1,Q91VJ1,AIM2,Interferon-inducible protein AIM2,,,,,,,,,,,
List 1,P25085,IL1RN,Interleukin-1 receptor antagonist protein,,,,,,,,,,,
List 1,P27931,IL1R2,Interleukin-1 receptor type 2,,,,,,,,,,,
List 1,Q8BH06,IL17RE,Interleukin-17 receptor E,,,,,,,,,,,
List 1,P16382,IL4R,Interleukin-4 receptor subunit alpha,,,,,,,,,,,
List 1,Q00560,IL6ST,Interleukin-6 receptor subunit beta,,,,,,,,,,,
List 1,Q9D4C1,IFLTD1,Intermediate filament tail domain-containing protein 1,,,,,,,,,,,
List 1,Q9D0P8,IFT27,Intraflagellar transport protein 27 homolog,,,,,,,,,,,
List 1,Q62559,IFT52,Intraflagellar transport protein 52 homolog,,,,,,,,,,,
List 1,Q8CFQ3,AQR,Intron-binding protein aquarius,,,,,,,,,,,
List 1,Q8BP00,IQCB1,IQ calmodulin-binding motif-containing protein 1,,,,,,,,,,,
List 1,Q8K3A0,HSCB,"Iron-sulfur cluster co-chaperone protein HscB, mitochondrial",,,,,,,,,,,
List 1,Q80WT0,JPH4,Junctophilin-4,,,,,,,,,,,
List 1,Q91VE3,KLK7,Kallikrein-7,,,,,,,,,,,
List 1,Q9D783,KBTBD5,Kelch repeat and BTB domain-containing protein 5,,,,,,,,,,,
List 1,Q80TF4,KLHL13,Kelch-like protein 13,,,,,,,,,,,
List 1,Q8JZP3,KLHL2,Kelch-like protein 2,,,,,,,,,,,
List 1,Q8BGY4,KLHL26,Kelch-like protein 26,,,,,,,,,,,
List 1,Q64291,KRT12,"Keratin, type I cytoskeletal 12",,,,,,,,,,,
List 1,Q61781,KRT14,"Keratin, type I cytoskeletal 14",,,,,,,,,,,
List 1,Q8VCW2,KRT25,"Keratin, type I cytoskeletal 25",,,,,,,,,,,
List 1,A6BLY7,KRT28,"Keratin, type I cytoskeletal 28",,,,,,,,,,,
List 1,Q6IFX2,KRT42,"Keratin, type I cytoskeletal 42",,,,,,,,,,,
List 1,Q6RHW0,KRT9,"Keratin, type I cytoskeletal 9",,,,,,,,,,,
List 1,Q99M74,KRT82,"Keratin, type II cuticular Hb2",,,,,,,,,,,
List 1,Q99M73,KRT84,"Keratin, type II cuticular Hb4",,,,,,,,,,,
List 1,Q9Z2T6,KRT85,"Keratin, type II cuticular Hb5",,,,,,,,,,,
List 1,Q3UV17,KRT76,"Keratin, type II cytoskeletal 2 oral",,,,,,,,,,,
List 1,P07744,KRT4,"Keratin, type II cytoskeletal 4",,,,,,,,,,,
List 1,P50446,KRT6A,"Keratin, type II cytoskeletal 6A",,,,,,,,,,,
List 1,Q9R0H5,KRT71,"Keratin, type II cytoskeletal 71",,,,,,,,,,,
List 1,Q6NXH9,KRT73,"Keratin, type II cytoskeletal 73",,,,,,,,,,,
List 1,Q8C1I6,KRTAP16-3,Keratin-associated protein 16-3,,,,,,,,,,,
List 1,Q9D5Z7,KRTAP5-2,Keratin-associated protein 5-2,,,,,,,,,,,
List 1,Q9D226,KRTAP5-3,Keratin-associated protein 5-3,,,,,,,,,,,
List 1,P97328,KHK,Ketohexokinase,,,,,,,,,,,
List 1,Q60749,KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",,,,,,,,,,,
List 1,Q9R226,KHDRBS3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",,,,,,,,,,,
List 1,P83555,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,,,,,,,,,,,
List 1,P27812,KLRB1B,Killer cell lectin-like receptor subfamily B member 1B allele A,,,,,,,,,,,
List 1,Q91WD7,KIF18A,Kinesin-like protein KIF18A,,,,,,,,,,,
List 1,O35231,KIFC3,Kinesin-like protein KIFC3,,,,,,,,,,,
List 1,Q8K305,NSL1,Kinetochore-associated protein NSL1 homolog,,,,,,,,,,,
List 1,Q9CXF0,KYNU,Kynureninase,,,,,,,,,,,
List 1,O88829,ST3GAL5,"Lactosylceramide alpha-2,3-sialyltransferase",,,,,,,,,,,
List 1,Q8BLN5,LSS,Lanosterol synthase,,,,,,,,,,,
List 1,Q6ZQ58,LARP1,La-related protein 1,,,,,,,,,,,
List 1,Q8BWW4,LARP4,La-related protein 4,,,,,,,,,,,
List 1,Q8BN59,LARP6,La-related protein 6,,,,,,,,,,,
List 1,Q9Z1R2,BAG6,Large proline-rich protein BAG6,,,,,,,,,,,
List 1,P70202,LXN,Latexin,,,,,,,,,,,
List 1,Q8C0X0,LCA5L,Lebercilin-like protein,,,,,,,,,,,
List 1,Q64280,LEFTY1,Left-right determination factor 1,,,,,,,,,,,
List 1,Q69ZB0,LRRCC1,Leucine-rich repeat and coiled-coil domain-containing protein 1,,,,,,,,,,,
List 1,Q91WK0,LRRFIP2,Leucine-rich repeat flightless-interacting protein 2,,,,,,,,,,,
List 1,Q61809,LRRN1,Leucine-rich repeat neuronal protein 1,,,,,,,,,,,
List 1,Q3V0L5,LRRC43,Leucine-rich repeat-containing protein 43,,,,,,,,,,,
List 1,Q8C031,LRRC4C,Leucine-rich repeat-containing protein 4C,,,,,,,,,,,
List 1,Q6P1C6,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,,,,,,,,,,,
List 1,P09056,LIF,Leukemia inhibitory factor,,,,,,,,,,,
List 1,Q8CIV3,LIPH,Lipase member H,,,,,,,,,,,
List 1,Q99JY8,PPAP2B,Lipid phosphate phosphohydrolase 3,,,,,,,,,,,
List 1,C8YR32,LOXHD1,Lipoxygenase homology domain-containing protein 1,,,,,,,,,,,
List 1,P60469,PPFIA3,Liprin-alpha-3,,,,,,,,,,,
List 1,Q8BQ89,LIX1L,LIX1-like protein,,,,,,,,,,,
List 1,P35460,LY6F,Lymphocyte antigen 6F,,,,,,,,,,,
List 1,Q9WUC3,LY6H,Lymphocyte antigen 6H,,,,,,,,,,,
List 1,Q60787,LCP2,Lymphocyte cytosolic protein 2,,,,,,,,,,,
List 1,Q8BHB3,LAX1,Lymphocyte transmembrane adapter 1,,,,,,,,,,,
List 1,P41155,LTB,Lymphotoxin-beta,,,,,,,,,,,
List 1,Q6ZQ88,KDM1A,Lysine-specific histone demethylase 1A,,,,,,,,,,,
List 1,P61793,LPAR1,Lysophosphatidic acid receptor 1,,,,,,,,,,,
List 1,Q8BLG2,LPAR4,Lysophosphatidic acid receptor 4,,,,,,,,,,,
List 1,P07141,CSF1,Macrophage colony-stimulating factor 1,,,,,,,,,,,
List 1,Q69ZF8,MSL2,Male-specific lethal 2 homolog,,,,,,,,,,,
List 1,Q99J39,MLYCD,"Malonyl-CoA decarboxylase, mitochondrial",,,,,,,,,,,
List 1,Q8BTZ7,GMPPB,Mannose-1-phosphate guanyltransferase beta,,,,,,,,,,,
List 1,P39098,MAN1A2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",,,,,,,,,,,
List 1,Q3UMW7,MAPKAPK3,MAP kinase-activated protein kinase 3,,,,,,,,,,,
List 1,Q91ZC6,MRGPRA6,Mas-related G-protein coupled receptor member A6,,,,,,,,,,,
List 1,Q8VCJ6,MRGPRF,Mas-related G-protein coupled receptor member F,,,,,,,,,,,
List 1,Q3UG50,MRGPRX2,Mas-related G-protein coupled receptor member X2,,,,,,,,,,,
List 1,Q9JHI0,MMP19,Matrix metalloproteinase-19,,,,,,,,,,,
List 1,Q9R0S2,MMP24,Matrix metalloproteinase-24,,,,,,,,,,,
List 1,Q9JI70,MKKS,McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin,,,,,,,,,,,
List 1,Q9R0X0,MED20,Mediator of RNA polymerase II transcription subunit 20,,,,,,,,,,,
List 1,Q99K74,MED24,Mediator of RNA polymerase II transcription subunit 24,,,,,,,,,,,
List 1,Q9CQA5,MED4,Mediator of RNA polymerase II transcription subunit 4,,,,,,,,,,,
List 1,Q0ZCJ7,MAMSTR,MEF2-activating motif and SAP domain-containing transcriptional regulator,,,,,,,,,,,
List 1,Q8BI84,MIA3,Melanoma inhibitory activity protein 3,,,,,,,,,,,
List 1,Q6ZPQ6,PITPNM2,Membrane-associated phosphatidylinositol transfer protein 2,,,,,,,,,,,
List 1,Q5UAK0,MIER1,Mesoderm induction early response protein 1,,,,,,,,,,,
List 1,Q9QYS2,GRM3,Metabotropic glutamate receptor 3,,,,,,,,,,,
List 1,Q9JHB3,TIMP4,Metalloproteinase inhibitor 4,,,,,,,,,,,
List 1,Q8BWB6,STEAP2,Metalloreductase STEAP2,,,,,,,,,,,
List 1,Q8K4B0,MTA1,Metastasis-associated protein MTA1,,,,,,,,,,,
List 1,A2A7Y5,MIIP,Migration and invasion-inhibitory protein,,,,,,,,,,,
List 1,Q8BZ09,SLC25A21,Mitochondrial 2-oxodicarboxylate carrier,,,,,,,,,,,
List 1,Q9CXD6,CCDC90A,Mitochondrial calcium uniporter regulator 1,,,,,,,,,,,
List 1,P62075,TIMM13,Mitochondrial import inner membrane translocase subunit Tim13,,,,,,,,,,,
List 1,O35857,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,,,,,,,,,,,
List 1,Q9CYG7,TOMM34,Mitochondrial import receptor subunit TOM34,,,,,,,,,,,
List 1,Q8BGA9,OXA1L,Mitochondrial inner membrane protein OXA1L,,,,,,,,,,,
List 1,Q80U63,MFN2,Mitofusin-2,,,,,,,,,,,
List 1,Q1HKZ5,MAP3K13,Mitogen-activated protein kinase kinase kinase 13,,,,,,,,,,,
List 1,Q61083,MAP3K2,Mitogen-activated protein kinase kinase kinase 2,,,,,,,,,,,
List 1,Q8BUR9,MZT1,Mitotic-spindle organizing protein 1,,,,,,,,,,,
List 1,Q9CQ25,MZT2,Mitotic-spindle organizing protein 2,,,,,,,,,,,
List 1,Q9ERH6,MOAP1,Modulator of apoptosis 1,,,,,,,,,,,
List 1,P10810,CD14,Monocyte differentiation antigen CD14,,,,,,,,,,,
List 1,Q8C5W4,MORC2B,MORC family CW-type zinc finger protein 2B,,,,,,,,,,,
List 1,P48964,CDC25A,M-phase inducer phosphatase 1,,,,,,,,,,,
List 1,Q9D1Q1,MPHOSPH6,M-phase phosphoprotein 6,,,,,,,,,,,
List 1,Q9D0I8,MRTO4,mRNA turnover protein 4 homolog,,,,,,,,,,,
List 1,Q6P9S0,MTSS1L,MTSS1-like protein,,,,,,,,,,,
List 1,O88940,MSC,Musculin,,,,,,,,,,,
List 1,Q5SUV2,MYCBPAP,MYCBP-associated protein,,,,,,,,,,,
List 1,O55087,MEF2B,Myocyte-specific enhancer factor 2B,,,,,,,,,,,
List 1,Q5DTJ9,MYPN,Myopalladin,,,,,,,,,,,
List 1,Q5FW53,MYBPHL,Myosin-binding protein H-like,,,,,,,,,,,
List 1,Q5SWP3,NACAD,NAC-alpha domain-containing protein 1,,,,,,,,,,,
List 1,P97402,GCNT2,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",,,,,,,,,,,
List 1,Q8K2C6,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",,,,,,,,,,,
List 1,Q9D8B4,NDUFA11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,,,,,,,,,,,
List 1,Q9DCJ5,NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,,,,,,,,,,,
List 1,Q3UIU2,NDUFB6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,,,,,,,,,,,
List 1,P03921,MTND5,NADH-ubiquinone oxidoreductase chain 5,,,,,,,,,,,
List 1,Q6PHQ8,NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",,,,,,,,,,,
List 1,Q8C4Y3,COBRA1,Negative elongation factor B,,,,,,,,,,,
List 1,Q922L6,TH1L,Negative elongation factor D,,,,,,,,,,,
List 1,P13595,NCAM1,Neural cell adhesion molecule 1,,,,,,,,,,,
List 1,P31695,NOTCH4,Neurogenic locus notch homolog protein 4,,,,,,,,,,,
List 1,Q9DCA7,CALY,Neuron-specific vesicular protein calcyon,,,,,,,,,,,
List 1,Q8R4I7,NETO1,Neuropilin and tolloid-like protein 1,,,,,,,,,,,
List 1,Q9D3P9,NTS,Neurotensin/neuromedin N,,,,,,,,,,,
List 1,O08762,PRSS12,Neurotrypsin,,,,,,,,,,,
List 1,P11672,LCN2,Neutrophil gelatinase-associated lipocalin,,,,,,,,,,,
List 1,Q9D0F4,NKAP,NF-kappa-B-activating protein,,,,,,,,,,,
List 1,Q9R207,NBN,Nibrin,,,,,,,,,,,
List 1,P57716,NCSTN,Nicastrin,,,,,,,,,,,
List 1,Q6ZQ12,NINL,Ninein-like protein,,,,,,,,,,,
List 1,Q8R5A0,SMYD2,N-lysine methyltransferase SMYD2,,,,,,,,,,,
List 1,Q9EQC5,SCYL1,N-terminal kinase-like protein,,,,,,,,,,,
List 1,Q8BZN4,NUAK2,NUAK family SNF1-like kinase 2,,,,,,,,,,,
List 1,Q8K3Z9,POM121,Nuclear envelope pore membrane protein POM 121,,,,,,,,,,,
List 1,P70255,NFIC,Nuclear factor 1 C-type,,,,,,,,,,,
List 1,P97305,NFATC3,"Nuclear factor of activated T-cells, cytoplasmic 3",,,,,,,,,,,
List 1,Q8R3G1,PPP1R8,Nuclear inhibitor of protein phosphatase 1,,,,,,,,,,,
List 1,Q8R480,NUP85,Nuclear pore complex protein Nup85,,,,,,,,,,,
List 1,Q6DFV7,NCOA7,Nuclear receptor coactivator 7,,,,,,,,,,,
List 1,P51448,RORA,Nuclear receptor ROR-alpha,,,,,,,,,,,
List 1,Q3UV55,NR1D1,Nuclear receptor subfamily 1 group D member 1,,,,,,,,,,,
List 1,Q8BHY2,NOC4L,Nucleolar complex protein 4 homolog,,,,,,,,,,,
List 1,Q99LH1,GNL2,Nucleolar GTP-binding protein 2,,,,,,,,,,,
List 1,Q9CWD3,NUDT17,Nucleoside diphosphate-linked moiety X motif 17,,,,,,,,,,,
List 1,O08919,NUMBL,Numb-like protein,,,,,,,,,,,
List 1,Q8VEX6,OLFR187,Olfactory receptor 187,,,,,,,,,,,
List 1,Q60889,OLFR5,Olfactory receptor 5,,,,,,,,,,,
List 1,Q921I0,ORMDL1,ORM1-like protein 1,,,,,,,,,,,
List 1,Q9ER64,OSBPL5,Oxysterol-binding protein-related protein 5,,,,,,,,,,,
List 1,Q9Z1M0,P2RX7,P2X purinoceptor 7,,,,Yes,,,,,,,
List 1,Q9CPV7,ZDHHC6,Palmitoyltransferase ZDHHC6,,,,,,,,,,,
List 1,Q9JIP4,PANX1,Pannexin-1,,,,,,,,,,,
List 1,Q8K4K6,PANK1,Pantothenate kinase 1,,,,,,,,,,,
List 1,A2TJV2,PALM3,Paralemmin-3,,,,,,,,,,,
List 1,Q8BFQ8,PDDC1,Parkinson disease 7 domain-containing protein 1,,,,,,,,,,,
List 1,Q9JK83,PARD6B,Partitioning defective 6 homolog beta,,,,,,,,,,,
List 1,Q8CHP5,WIBG,Partner of Y14 and mago,,,,,,,,,,,
List 1,Q8BFV2,PCID2,PCI domain-containing protein 2,,,,,,,,,,,
List 1,Q8BFY6,PEF1,Peflin,,,,,,,,,,,
List 1,Q0ZLH2,PJVK,Pejvakin,,,,,,,,,,,
List 1,Q8BJU9,MTRF1L,"Peptide chain release factor 1-like, mitochondrial",,,,,,,,,,,
List 1,Q9QZH3,PPIE,Peptidyl-prolyl cis-trans isomerase E,,,,,,,,,,,
List 1,Q7TNF8,BZRAP1,Peripheral-type benzodiazepine receptor-associated protein 1,,,,,,,,,,,
List 1,Q9Z211,PEX11A,Peroxisomal membrane protein 11A,,,,,,,,,,,
List 1,P23204,PPARA,Peroxisome proliferator-activated receptor alpha,,,,,,,,,,,
List 1,Q8VHJ7,PPARGC1B,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,,,,,,,,,,,
List 1,Q6NZN1,PPRC1,Peroxisome proliferator-activated receptor gamma coactivator-related protein 1,,,,,,,,,,,
List 1,Q2PFD7,PSD3,PH and SEC7 domain-containing protein 3,,,,,,,,,,,
List 1,Q5SPL2,PHF12,PHD finger protein 12,,,,,,,,,,,
List 1,Q78Y63,PDCL2,Phosducin-like protein 2,,,,,,,,,,,
List 1,Q91ZP3,LPIN1,Phosphatidate phosphatase LPIN1,,,,,,,,,,,
List 1,Q0VBU9,PPAPDC1A,Phosphatidate phosphatase PPAPDC1A,,,,,,,,,,,
List 1,O70167,PIK3C2G,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma,,,,,,,,,,,
List 1,P70181,PIP5K1B,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta,,,,,,,,,,,
List 1,Q8R2H9,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase,,,,,,,,,,,
List 1,P27612,PLAA,Phospholipase A-2-activating protein,,,,,,,,,,,
List 1,Q80YA3,DDHD1,Phospholipase DDHD1,,,,,,,,,,,
List 1,Q5SUR0,PFAS,Phosphoribosylformylglycinamidine synthase,,,,,,,,,,,
List 1,Q62392,PHLDA1,Pleckstrin homology-like domain family A member 1,,,,,,,,,,,
List 1,Q61990,PCBP2,Poly(rC)-binding protein 2,,,,,,,,,,,
List 1,Q91W45,PAIP2B,Polyadenylate-binding protein-interacting protein 2B,,,,,,,,,,,
List 1,O35245,PKD2,Polycystin-2,,,,,,,,,,,
List 1,Q64028,PHC1,Polyhomeotic-like protein 1,,,,,,,,,,,
List 1,Q3TZX8,NOL9,Polynucleotide 5'-hydroxyl-kinase NOL9,,,,,,,,,,,
List 1,Q6PB93,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,,,,,,,,,,,
List 1,Q6VV64,KCNK18,Potassium channel subfamily K member 18,,,,,,,,,,,
List 1,Q61923,KCNA6,Potassium voltage-gated channel subfamily A member 6,,,,Yes,,,,,,,
List 1,Q9Z0V1,KCND3,Potassium voltage-gated channel subfamily D member 3,,,,,,,,,,,
List 1,Q9QZ26,KCNE1L,Potassium voltage-gated channel subfamily E member 1-like protein,,,,,,,,,,,
List 1,P97414,KCNQ1,Potassium voltage-gated channel subfamily KQT member 1,,,,Yes,,,,,,,
List 1,O35173,KCNS1,Potassium voltage-gated channel subfamily S member 1,,,,,,,,,,,
List 1,P17208,POU4F1,"POU domain, class 4, transcription factor 1",,,,,,,,,,,
List 1,O35984,PBX2,Pre-B-cell leukemia transcription factor 2,,,,,,,,,,,
List 1,Q9D287,BCAS2,Pre-mRNA-splicing factor SPF27,,,,,,,,,,,
List 1,A2ATU0,DHTKD1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",,,,,,,,,,,
List 1,Q9JHX6,ALLC,Probable allantoicase,,,,,,,,,,,
List 1,Q58Y75,GPR113,Probable G-protein coupled receptor 113,,,,,,,,,,,
List 1,Q99KK9,HARS2,"Probable histidine--tRNA ligase, mitochondrial",,,,,,,,,,,
List 1,Q6PAT0,ADAT3,Probable inactive tRNA-specific adenosine deaminase-like protein 3,,,,,,,,,,,
List 1,Q5Y5T1,ZDHHC20,Probable palmitoyltransferase ZDHHC20,,,,,,,,,,,
List 1,Q5Y5T5,ZDHHC8,Probable palmitoyltransferase ZDHHC8,,,,,,,,,,,
List 1,Q8C0D0,TRUB1,Probable tRNA pseudouridine synthase 1,,,,,,,,,,,
List 1,Q05928,BTC,Probetacellulin,,,,,,,,,,,
List 1,Q9R0E1,PLOD3,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",,,,,,,,,,,
List 1,Q14A28,PROK1,Prokineticin-1,,,,,,,,,,,
List 1,P06879,PRL,Prolactin,,,,,,,,,,,
List 1,O54831,PRL7A2,Prolactin-7A2,,,,,,,,,,,
List 1,Q8C167,PREPL,Prolyl endopeptidase-like,,,,,,,,,,,
List 1,O54990,PROM1,Prominin-1,,,,,,,,,,,
List 1,Q9QXV0,PCSK1N,ProSAAS,,,,,,,,,,,
List 1,A2AHG0,PROSAPIP1,ProSAP-interacting protein 1,,,,,,,,,,,
List 1,Q62053,PTGER2,Prostaglandin E2 receptor EP2 subtype,,,,,,,,,,,
List 1,Q62100,PRM3,Protamine-3,,,,,,,,,,,
List 1,Q9R144,PRMT2,Protein arginine N-methyltransferase 2,,,,,,,,,,,
List 1,Q04211,BTG2,Protein BTG2,,,,,,,,,,,
List 1,Q61909,RUNX1T1,Protein CBFA2T1,,,,,,,,,,,
List 1,Q9D1C2,CBY1,Protein chibby homolog 1,,,,,,,,,,,
List 1,Q8BGC9,CREG2,Protein CREG2,,,,,,,,,,,
List 1,Q8VHS2,CRB1,Protein crumbs homolog 1,,,,,,,,,,,
List 1,Q99LX0,PARK7,Protein DJ-1,,,,,,,,,,,
List 1,Q9DCM0,ETHE1,"Protein ETHE1, mitochondrial",,,,,,,,,,,
List 1,Q61160,FADD,Protein FADD,,,,,,,,,,,
List 1,Q8R2Z0,FAM132A,Protein FAM132A,,,,,,,,,,,
List 1,Q8CHT6,FAM169B,Protein FAM169B,,,,,,,,,,,
List 1,A2A699,FAM171A2,Protein FAM171A2,,,,,,,,,,,
List 1,Q8BR63,FAM177A1,Protein FAM177A1,,,,,,,,,,,
List 1,Q7TPG6,FAM19A3,Protein FAM19A3,,,,,,,,,,,
List 1,Q9D8T0,FAM3A,Protein FAM3A,,,,,,,,,,,
List 1,Q68FE6,FAM65A,Protein FAM65A,,,,,,,,,,,
List 1,Q9D7I8,FAM83D,Protein FAM83D,,,,,,,,,,,
List 1,Q3UKU4,FAM83F,Protein FAM83F,,,,,,,,,,,
List 1,Q9Z2G1,FEM1AA,Protein fem-1 homolog A-A,,,,,,,,,,,
List 1,P97376,FRG1,Protein FRG1,,,,,,,,,,,
List 1,Q6PKN7,INCA1,Protein INCA1,,,,,,,,,,,
List 1,Q80U38,KHNYN,Protein KHNYN,,,,,,,,,,,
List 1,P20444,PRKCA,Protein kinase C alpha type,,,,Yes,,,,,,,
List 1,Q02956,PRKCZ,Protein kinase C zeta type,,,,,,,,,,,
List 1,Q9CR64,TMEM167A,Protein kish-A,,,,,,,,,,,
List 1,Q8JZS0,LIN7A,Protein lin-7 homolog A,,,,,,,,,,,
List 1,Q6NSQ7,LTV1,Protein LTV1 homolog,,,,,,,,,,,
